"periodo_evasao";"id_aluno";"codigo_curso";"periodo_ingressao";"codigo_ingressao";"codigo_evasao";"nota_ingressao";"naturalidade";"estado";"tipo_ensino";"cotista";"ano_nascimento";"genero";"matricula"
NA;9436511400;91402100;2015.2;18;0;506.86;"SANTANA DOS GARROTES";"PB";2;5;1993;"M";915240144
NA;4676216408;41201210;2015.2;18;0;646.78;"SANTANA DE MANGUEIRA";"PB";2;NA;1981;"M";415220031
NA;85313807404;41201210;2015.2;18;0;554.5;"SANTA LUZIA";"PB";3;NA;1973;"M";415220331
NA;1446618455;41410100;2015.2;18;0;617.44;"SANTA LUZIA";"PB";2;3;1996;"F";415240175
NA;70260374474;41207100;2015.2;18;0;627.76;"SANTA LUZIA";"PB";2;2;1998;"F";415220216
NA;7648640414;14102100;2015.2;18;0;592.32;"SANTA LUZIA";"PB";2;2;1988;"M";115210834
NA;7320866471;51206100;2015.2;18;0;539.12;"SANTA LUZIA";"PB";2;4;1994;"F";515220792
NA;10744386470;11128100;2015.2;6;0;NA;"SANTA LUZIA";"PB";2;NA;1995;"M";115211403
NA;6603166330;21316110;2015.2;18;0;512.06;"SANTA HELENA";"PB";2;NA;1996;"F";215230819
NA;11186242469;13306200;2015.2;18;0;537.2;"SANTA CECÍLIA";"PB";2;3;1993;"F";115230568
NA;9013945481;14102100;2015.2;18;0;622.66;"REMÍGIO";"PB";1;NA;1991;"M";115211160
NA;9463740406;13304200;2015.2;18;0;536.78;"REMÍGIO";"PB";2;NA;1994;"M";115231524
NA;11183800452;13301200;2015.2;18;0;601.72;"QUEIMADAS";"PB";4;NA;1996;"M";115230835
NA;87247011491;12204100;2015.2;18;0;598.2;"QUEIMADAS";"PB";2;NA;1972;"F";115220317
NA;7979176405;13301200;2015.2;18;0;539.54;"QUEIMADAS";"PB";2;4;1988;"M";115231499
NA;23704810487;13314210;2015.2;5;0;NA;"QUEIMADAS";"PB";1;NA;1958;"F";115231979
NA;11765746477;91130100;2015.2;18;0;616.12;"POMBAL";"PB";2;2;1996;"M";915210214
NA;11497711436;41201210;2015.2;18;0;558.92;"POMBAL";"PB";2;3;1997;"F";415220111
NA;11478342455;31360200;2015.2;18;0;586.62;"POMBAL";"PB";2;3;1997;"M";315230083
NA;9090579400;91130100;2015.2;18;0;548.62;"POMBAL";"PB";2;3;1992;"M";915210460
NA;8802311498;91130100;2015.2;18;0;534.54;"POMBAL";"PB";2;2;1989;"F";915210609
NA;11177257408;14123100;2015.2;18;0;643.74;"POMBAL";"PB";1;NA;1996;"F";115210969
NA;8121333407;91125100;2015.2;18;0;553.42;"POMBAL";"PB";2;5;1989;"M";915210274
NA;8271563408;91125100;2015.2;18;0;635.18;"POMBAL";"PB";2;NA;1993;"F";915210261
NA;3132166499;15101100;2015.2;18;0;680.86;"POMBAL";"PB";1;NA;1979;"F";115210855
NA;7922910428;41201210;2015.2;18;0;507.28;"POMBAL";"PB";2;5;1997;"F";415220312
NA;11334718466;91130100;2015.2;18;0;530.2;"POMBAL";"PB";2;5;1997;"M";915210371
NA;9019096451;91130100;2015.2;18;0;552.86;"POMBAL";"PB";1;NA;1990;"M";915210532
NA;6101676420;91130100;2015.2;18;0;493.84;"POMBAL";"PB";2;5;1997;"M";915210533
NA;10178386405;91130100;2015.2;18;0;490.38;"POMBAL";"PB";2;4;1993;"F";915210514
NA;11542796423;21312210;2015.2;18;0;535.04;"POMBAL";"PB";2;NA;1995;"M";215230608
NA;11749657465;91130100;2015.2;18;0;547.96;"POMBAL";"PB";2;2;1996;"M";915210438
NA;10752399403;91130100;2015.2;18;0;508.02;"POMBAL";"PB";2;NA;1996;"F";915210718
NA;7434432411;91130100;2015.2;18;0;501.46;"POMBAL";"PB";2;NA;1986;"M";915210777
NA;7627336406;91125100;2015.2;18;0;438.08;"POMBAL";"PB";2;2;1997;"F";915210833
NA;11737561409;91125100;2015.2;18;0;483.68;"POMBAL";"PB";2;2;1996;"F";915210838
NA;11027174442;91402100;2015.2;18;0;516.72;"POMBAL";"PB";2;NA;1997;"F";915240322
NA;70186864400;91130100;2015.2;18;0;589.62;"POMBAL";"PB";1;NA;1996;"M";915210368
NA;10221536418;13317100;2015.2;18;0;607.82;"POMBAL";"PB";2;NA;1997;"M";115230939
NA;12071759435;21310210;2015.2;18;0;513.38;"POMBAL";"PB";2;4;1997;"M";215230702
NA;7620426485;41410100;2015.2;18;0;601.9;"POMBAL";"PB";1;NA;1997;"F";415240245
NA;10596786409;91130100;2015.2;18;0;555.7;"POMBAL";"PB";2;3;1993;"M";915210308
NA;11692660454;91130100;2015.2;18;0;481.14;"POMBAL";"PB";2;NA;1996;"F";915210843
NA;9385870483;91402100;2015.2;18;0;509.14;"POMBAL";"PB";2;NA;1996;"F";915240314
NA;9385863436;91130100;2015.2;18;0;481.58;"POMBAL";"PB";2;NA;1993;"F";915210862
NA;9028219463;91402100;2015.2;18;0;533.72;"POMBAL";"PB";1;NA;1997;"M";915240235
NA;10534791409;21309210;2015.2;18;0;526.98;"POMBAL";"PB";2;NA;1995;"F";215230670
NA;11753230470;21316110;2015.2;18;0;524.38;"POMBAL";"PB";2;NA;1996;"M";215230673
NA;8753629400;91402100;2015.2;18;0;507.48;"POMBAL";"PB";2;3;1996;"F";915240276
NA;11145058469;91125100;2015.2;18;0;473.16;"POMBAL";"PB";2;NA;1996;"M";915210822
NA;8897306446;91402100;2015.2;18;0;477.92;"POMBAL";"PB";2;3;1995;"F";915240292
NA;6338977444;91130100;2015.2;18;0;405.5;"POMBAL";"PB";2;2;1983;"M";915210895
NA;12153183405;91125100;2015.2;18;0;501.18;"POMBAL";"PB";2;NA;1997;"F";915210802
NA;9512430479;41201210;2015.2;18;0;537.7;"POMBAL";"PB";2;NA;1993;"F";415220437
NA;10162986416;91125100;2015.2;18;0;533.66;"POMBAL";"PB";2;NA;1994;"F";915210649
NA;11919654496;91125100;2015.2;18;0;499.84;"POMBAL";"PB";2;NA;1997;"F";915210829
NA;8280767401;41207100;2015.2;18;0;600.86;"POMBAL";"PB";2;3;1988;"F";415220456
NA;9999016480;91125100;2015.2;18;0;501.28;"POMBAL";"PB";2;2;1995;"F";915210754
NA;8414633447;91130100;2015.2;18;0;505.12;"POMBAL";"PB";2;2;1990;"F";915210757
NA;5126283430;21309210;2015.2;18;0;516.54;"POMBAL";"PB";2;NA;1988;"F";215230736
NA;10528281402;91125100;2015.2;18;0;501.5;"POMBAL";"PB";2;3;1995;"F";915210903
NA;11765699452;91130100;2015.2;18;0;495.76;"POMBAL";"PB";2;NA;1997;"M";915210785
NA;8366104400;31301200;2015.2;2;0;NA;"POMBAL";"PB";1;NA;1996;"F";315230200
NA;8224403424;41207100;2015.2;2;0;NA;"POMBAL";"PB";1;NA;1995;"F";415220356
NA;7395988485;12208200;2015.2;18;0;606.68;"POCINHOS";"PB";2;3;1987;"F";115220328
NA;5837105492;13309210;2015.2;18;0;524.12;"POCINHOS";"PB";2;4;1983;"M";115230975
NA;7382658457;15122100;2015.2;18;0;641.04;"POCINHOS";"PB";2;5;1988;"F";115211344
NA;10922027498;51203100;2015.2;18;0;583.72;"PICUÍ";"PB";2;2;1998;"F";515220124
NA;9581221484;15122100;2015.2;18;0;653.72;"PICUÍ";"PB";2;5;1997;"F";115211207
NA;10864182473;51203100;2015.2;18;0;537.78;"PICUÍ";"PB";2;2;1993;"F";515220424
NA;10922049467;51203100;2015.2;18;0;550.52;"PICUÍ";"PB";2;2;1998;"F";515220240
NA;11079395423;51206100;2015.2;18;0;537.74;"PICUÍ";"PB";2;3;1997;"F";515220631
NA;70042185467;91125100;2015.2;18;0;553.58;"PICUÍ";"PB";1;NA;1997;"F";915210585
NA;11110815492;51204100;2015.2;18;0;540.32;"PICUÍ";"PB";2;2;1996;"F";515220563
NA;10332365433;51203100;2015.2;18;0;542.22;"PICUÍ";"PB";2;4;1995;"F";515220800
NA;10850091497;13310214;2015.2;18;0;505.94;"PICUÍ";"PB";2;NA;1992;"F";115231565
NA;10569026474;14123100;2015.2;18;0;624.06;"PICUÍ";"PB";5;NA;1996;"M";115211378
NA;8574628492;14123100;2015.2;18;0;577.84;"PICUÍ";"PB";2;2;1988;"M";115211436
NA;7308368432;51203100;2015.2;18;0;540.32;"PICUÍ";"PB";2;4;1988;"F";515220774
NA;11333175450;51206100;2015.2;18;0;549.36;"PICUÍ";"PB";2;NA;1997;"F";515220709
NA;5878384426;51204100;2015.2;6;0;NA;"PICUÍ";"PB";2;NA;1986;"F";515220686
NA;10864183445;14102100;2015.2;11;0;NA;"PICUÍ";"PB";2;NA;1996;"M";115211312
NA;6887278405;14123100;2015.2;18;0;634.74;"PIANCÓ";"PB";1;NA;1988;"F";115211180
NA;10290588499;14123100;2015.2;18;0;656.02;"PIANCÓ";"PB";1;NA;1997;"M";115210719
NA;7184639430;41201210;2015.2;18;0;543.86;"PIANCÓ";"PB";2;NA;1984;"F";415220377
NA;70329127454;13310210;2015.2;18;0;536.18;"PEDRA LAVRADA";"PB";2;2;1997;"F";115230455
NA;10193873435;51206100;2015.2;18;0;614.36;"PEDRA LAVRADA";"PB";1;NA;1997;"F";515220336
NA;11311026495;13304200;2015.2;18;0;535.88;"PEDRA LAVRADA";"PB";1;NA;1996;"M";115231567
NA;9773917444;13312210;2015.2;18;0;530.44;"PEDRA LAVRADA";"PB";2;NA;1992;"F";115231538
NA;7758198406;13309110;2015.2;5;0;NA;"PEDRA LAVRADA";"PB";2;NA;1987;"M";115231963
NA;11362117480;41201210;2015.2;18;0;545.7;"PAULISTA";"PB";2;3;1996;"F";415220274
NA;8189101439;21309210;2015.2;18;0;513.18;"PAULISTA";"PB";2;4;1992;"M";215230614
NA;1721847464;21309210;2015.2;18;0;535.08;"PAULISTA";"PB";2;NA;1991;"M";215230581
NA;10613917448;91130100;2015.2;18;0;547.14;"PAULISTA";"PB";2;NA;1994;"M";915210511
NA;9503275490;91402100;2015.2;18;0;527.08;"PAULISTA";"PB";2;NA;1990;"M";915240258
NA;11175135488;91402100;2015.2;18;0;546.94;"PATOS";"PB";2;5;1994;"M";915240062
NA;10252955447;12205100;2015.2;18;0;770.5;"PATOS";"PB";1;NA;1997;"M";115220154
NA;5479015427;41201210;2015.2;18;0;628.96;"PATOS";"PB";2;NA;1985;"M";415220002
NA;10255114419;14123100;2015.2;18;0;699.32;"PATOS";"PB";1;NA;1997;"M";115210387
NA;10250245400;13306100;2015.2;18;0;606.54;"PATOS";"PB";4;NA;1997;"F";115230492
NA;9887951404;12205100;2015.2;18;0;771.08;"PATOS";"PB";1;NA;1997;"M";115220136
NA;9676008478;41207100;2015.2;18;0;706.06;"PATOS";"PB";1;NA;1993;"F";415220141
NA;8033034408;14102100;2015.2;18;0;641.16;"PATOS";"PB";1;NA;1998;"M";115210580
NA;8750633490;41201210;2015.2;18;0;593.1;"PATOS";"PB";3;NA;1988;"M";415220112
NA;11325790400;91130100;2015.2;18;0;503;"PATOS";"PB";2;4;1995;"M";915210461
NA;8251063469;41201210;2015.2;18;0;561.7;"PATOS";"PB";2;NA;1995;"M";415220289
NA;11768524424;91125100;2015.2;18;0;592.6;"PATOS";"PB";2;2;1997;"M";915210345
NA;10873730429;15122100;2015.2;18;0;620.56;"PATOS";"PB";2;2;1996;"F";115211192
NA;8340106406;14123100;2015.2;18;0;632.12;"PATOS";"PB";1;NA;1993;"M";115211122
NA;11565482417;41201210;2015.2;18;0;508.54;"PATOS";"PB";2;5;1997;"M";415220310
NA;8686048447;41201210;2015.2;18;0;557.56;"PATOS";"PB";1;NA;1998;"F";415220330
NA;11691274445;11124100;2015.2;18;0;652.04;"PATOS";"PB";1;NA;1995;"M";115210973
NA;5443305441;15122100;2015.2;18;0;680;"PATOS";"PB";1;NA;1995;"F";115211024
NA;11838571442;41410100;2015.2;18;0;605.4;"PATOS";"PB";2;4;1997;"M";415240193
NA;9291037427;14102100;2015.2;18;0;622.48;"PATOS";"PB";1;NA;1998;"M";115211208
NA;11070630438;21309210;2015.2;18;0;513.26;"PATOS";"PB";2;3;1997;"F";215230647
NA;1788487435;91125100;2015.2;18;0;555.32;"PATOS";"PB";1;NA;1993;"M";915210420
NA;11581177445;41410100;2015.2;18;0;623.74;"PATOS";"PB";1;NA;1997;"F";415240154
NA;6221885426;41207100;2015.2;18;0;660.08;"PATOS";"PB";1;NA;1994;"F";415220251
NA;12108364404;41201210;2015.2;18;0;568.54;"PATOS";"PB";2;NA;1997;"M";415220258
NA;11240650400;41410100;2015.2;18;0;616.42;"PATOS";"PB";1;NA;1997;"F";415240164
NA;9563027426;14123100;2015.2;18;0;659.26;"PATOS";"PB";1;NA;1996;"M";115210679
NA;12165686423;41201210;2015.2;18;0;572.56;"PATOS";"PB";1;NA;1997;"F";415220196
NA;9068045407;14123100;2015.2;18;0;620.26;"PATOS";"PB";1;NA;1991;"M";115211585
NA;11609417429;41201210;2015.2;18;0;541.14;"PATOS";"PB";2;NA;1995;"M";415220402
NA;8587514458;14123100;2015.2;18;0;627.3;"PATOS";"PB";1;NA;1996;"M";115211255
NA;6453928477;41207100;2015.2;18;0;609.8;"PATOS";"PB";2;3;1986;"M";415220392
NA;883167425;91130100;2015.2;18;0;431.26;"PATOS";"PB";2;NA;1978;"M";915210841
NA;9441610496;41410100;2015.2;18;0;599.6;"PATOS";"PB";2;3;1993;"F";415240246
NA;10875333419;31360200;2015.2;18;0;562.46;"PATOS";"PB";2;NA;1997;"F";315230224
NA;9850419431;41410100;2015.2;18;0;592.06;"PATOS";"PB";2;NA;1989;"F";415240340
NA;5741658431;41207100;2015.2;18;0;618.38;"PATOS";"PB";2;4;1990;"M";415220427
NA;11340816423;41201210;2015.2;18;0;543.22;"PATOS";"PB";2;2;1998;"F";415220418
NA;7590514454;41410100;2015.2;18;0;594.78;"PATOS";"PB";2;4;1989;"M";415240274
NA;78873274404;91402100;2015.2;18;0;533.6;"PATOS";"PB";2;4;1972;"M";915240227
NA;8664489424;14123100;2015.2;18;0;622.48;"PATOS";"PB";1;NA;1997;"M";115211528
NA;8800350488;11124100;2015.2;18;0;643.02;"PATOS";"PB";1;NA;1991;"F";115211385
NA;11052128408;41201210;2015.2;18;0;538.18;"PATOS";"PB";1;NA;1995;"F";415220475
NA;8434649411;14123100;2015.2;18;0;619.66;"PATOS";"PB";1;NA;1991;"F";115211612
NA;10873729412;41201210;2015.2;18;0;538.84;"PATOS";"PB";2;NA;1996;"M";415220423
NA;95269533472;19107110;2015.2;17;0;NA;"PATOS";"PB";1;NA;1970;"F";115210012
NA;10962920410;14123100;2015.2;2;0;NA;"PATOS";"PB";1;NA;1998;"F";115211220
NA;10957957408;11107150;2015.2;6;0;NA;"PATOS";"PB";2;NA;1996;"M";115211395
NA;10174127405;71133100;2015.2;6;0;NA;"PATOS";"PB";2;NA;1994;"M";715210001
NA;10877079439;13311110;2015.2;16;0;NA;"PATOS";"PB";2;NA;1995;"M";115231448
NA;1607490420;41207100;2015.2;18;0;618.58;"OLHO D'ÁGUA";"PB";2;4;1990;"F";415220369
NA;7209497420;51204100;2015.2;6;0;NA;"NOVA PALMEIRA";"PB";2;NA;1987;"F";515220687
NA;7700639426;51204100;2015.2;18;0;544.4;"NOVA FLORESTA";"PB";2;5;1989;"F";515220484
NA;70015091406;51204100;2015.2;18;0;541.64;"NOVA FLORESTA";"PB";2;2;1995;"F";515220556
NA;9600978484;51206100;2015.2;18;0;573.68;"NOVA FLORESTA";"PB";2;4;1994;"M";515220386
NA;6084342485;51204100;2015.2;18;0;556.64;"NOVA FLORESTA";"PB";2;NA;1984;"M";515220706
NA;10325763402;15101100;2015.2;18;0;631.66;"MONTEIRO";"PB";2;4;1995;"M";115210422
NA;8388134450;11124100;2015.2;18;0;638.74;"MONTEIRO";"PB";1;NA;1989;"F";115211515
NA;10260751499;13306100;2015.2;18;0;436.16;"MONTEIRO";"PB";2;NA;1992;"M";115231638
NA;8868615436;13311110;2015.2;16;0;NA;"MONTEIRO";"PB";2;3;1990;"M";115231440
NA;2673324402;19107110;2015.2;17;0;NA;"MOGEIRO";"PB";2;NA;1977;"M";115210007
NA;8986103460;14102100;2015.2;18;0;610.96;"MASSARANDUBA";"PB";2;4;1993;"F";115210781
NA;71692410300;13317100;2015.2;18;0;631.18;"MALTA";"PB";1;NA;1975;"M";115230477
NA;12112754424;13309210;2015.2;18;0;507.3;"LASTRO";"PB";2;2;1997;"F";115231786
NA;10154492477;13306100;2015.2;18;0;521.28;"LAGOA SECA";"PB";2;NA;1992;"M";115231557
NA;10493110437;51206100;2015.2;18;0;550.58;"LAGOA";"PB";2;NA;1995;"M";515220784
NA;60187824487;13304100;2015.2;6;0;556.3;"JUAZEIRINHO";"PB";5;NA;1968;"M";112230502
NA;8733930406;14102100;2015.2;18;0;615.26;"JUAZEIRINHO";"PB";2;2;1992;"M";115210499
NA;11706682409;14123100;2015.2;18;0;647.28;"JUAZEIRINHO";"PB";1;NA;1997;"M";115210926
NA;70104359447;12208200;2015.2;18;0;605.82;"JUAZEIRINHO";"PB";2;NA;1994;"M";115220314
NA;8686555462;11124100;2015.2;18;0;584.4;"JUAZEIRINHO";"PB";2;5;1995;"F";115211606
NA;8897853412;13311110;2015.2;16;0;NA;"JUAZEIRINHO";"PB";2;4;1990;"M";115231461
NA;10647842408;51203100;2015.2;18;0;663.12;"JOÃO PESSOA";"PB";2;5;1997;"M";515220072
NA;9388236475;51204100;2015.2;18;0;619.3;"JOÃO PESSOA";"PB";1;NA;1997;"F";515220166
NA;7388461477;14102100;2015.2;18;0;691.92;"JOÃO PESSOA";"PB";1;NA;1997;"M";115210271
NA;70002814480;11104120;2015.2;18;0;652.4;"JOÃO PESSOA";"PB";1;NA;1998;"M";115210611
NA;11192814401;14102100;2015.2;18;0;694.72;"JOÃO PESSOA";"PB";1;NA;1996;"M";115210098
NA;9700190412;15122100;2015.2;18;0;696.86;"JOÃO PESSOA";"PB";2;5;1991;"M";115210442
NA;11752309448;14102100;2015.2;18;0;656.46;"JOÃO PESSOA";"PB";1;NA;1994;"M";115210590
NA;6691034465;14123100;2015.2;18;0;692.56;"JOÃO PESSOA";"PB";1;NA;1995;"M";115210414
NA;70514307420;15122100;2015.2;18;0;690.74;"JOÃO PESSOA";"PB";1;NA;1996;"M";115210890
NA;5756680403;41410100;2015.2;18;0;605.68;"JOÃO PESSOA";"PB";2;NA;1990;"F";415240212
NA;5604393428;15122100;2015.2;18;0;692.9;"JOÃO PESSOA";"PB";1;NA;1996;"F";115210925
NA;7486822440;14123100;2015.2;18;0;640.36;"JOÃO PESSOA";"PB";1;NA;1997;"M";115210968
NA;8654027444;14102100;2015.2;18;0;633.9;"JOÃO PESSOA";"PB";1;NA;1993;"M";115210730
NA;7491732461;12204100;2015.2;18;0;611.48;"JOÃO PESSOA";"PB";1;NA;1989;"M";115220285
NA;11425439438;12208200;2015.2;18;0;620.36;"JOÃO PESSOA";"PB";1;NA;1998;"M";115220286
NA;11890003425;14123100;2015.2;18;0;691.52;"JOÃO PESSOA";"PB";1;NA;1998;"M";115210547
NA;9335278459;14123100;2015.2;18;0;642.02;"JOÃO PESSOA";"PB";1;NA;1997;"M";115211052
NA;70261425420;14102100;2015.2;18;0;629.42;"JOÃO PESSOA";"PB";1;NA;1996;"F";115210857
NA;11473257409;14123100;2015.2;18;0;647.02;"JOÃO PESSOA";"PB";1;NA;1997;"F";115210858
NA;70296124427;14123100;2015.2;18;0;656.54;"JOÃO PESSOA";"PB";1;NA;1997;"M";115210930
NA;9853424479;11124100;2015.2;18;0;650.46;"JOÃO PESSOA";"PB";1;NA;1998;"M";115211167
NA;11921291486;11124100;2015.2;18;0;648.84;"JOÃO PESSOA";"PB";1;NA;1996;"M";115211244
NA;9056974483;41410100;2015.2;18;0;635.8;"JOÃO PESSOA";"PB";1;NA;1989;"M";415240108
NA;10591228475;13301100;2015.2;18;0;636.82;"JOÃO PESSOA";"PB";1;NA;1999;"M";115230676
NA;1456212435;14102100;2015.2;18;0;630.42;"JOÃO PESSOA";"PB";1;NA;1993;"M";115210859
NA;10423500430;14123100;2015.2;18;0;649.7;"JOÃO PESSOA";"PB";1;NA;1998;"M";115210829
NA;6186138461;13301200;2015.2;18;0;594.52;"JOÃO PESSOA";"PB";1;NA;1992;"M";115231171
NA;70057535426;15101100;2015.2;18;0;674.52;"JOÃO PESSOA";"PB";1;NA;1996;"M";115210793
NA;7143332470;14102100;2015.2;18;0;623.64;"JOÃO PESSOA";"PB";1;NA;1997;"M";115211103
NA;9909514486;14102100;2015.2;18;0;628.02;"JOÃO PESSOA";"PB";1;NA;1994;"M";115210953
NA;10252945484;41207100;2015.2;18;0;652.14;"JOÃO PESSOA";"PB";1;NA;1995;"F";415220333
NA;869460480;31360200;2015.2;18;0;597.36;"JOÃO PESSOA";"PB";4;NA;1980;"M";315230109
NA;9687863404;12205100;2015.2;18;0;732.06;"JOÃO PESSOA";"PB";2;5;1994;"M";115220217
NA;9585238438;11124100;2015.2;18;0;626.44;"JOÃO PESSOA";"PB";2;4;1996;"M";115210647
NA;8590258459;15122100;2015.2;18;0;681.72;"JOÃO PESSOA";"PB";1;NA;1994;"M";115210802
NA;7281014406;41201210;2015.2;18;0;541.1;"JOÃO PESSOA";"PB";2;NA;1996;"F";415220407
NA;5598536455;91402100;2015.2;18;0;520.46;"JOÃO PESSOA";"PB";1;NA;1984;"F";915240323
NA;8501717410;14123100;2015.2;18;0;648.4;"JOÃO PESSOA";"PB";1;NA;1997;"M";115210897
NA;10362934401;41207100;2015.2;18;0;642.3;"JOÃO PESSOA";"PB";4;NA;1996;"M";415220477
NA;70521768403;51206100;2015.2;18;0;557.32;"JOÃO PESSOA";"PB";1;NA;1996;"F";515220634
NA;7232338457;14123100;2015.2;18;0;626.9;"JOÃO PESSOA";"PB";1;NA;1998;"M";115211259
NA;10327742402;13310214;2015.2;18;0;508.58;"JOÃO PESSOA";"PB";2;4;1992;"M";115231570
NA;6467671430;14123100;2015.2;18;0;618.04;"JOÃO PESSOA";"PB";1;NA;1992;"M";115211597
NA;11757501401;41410100;2015.2;18;0;552.34;"JOÃO PESSOA";"PB";2;2;1997;"F";415240305
NA;11002988438;41207100;2015.2;18;0;628.18;"JOÃO PESSOA";"PB";2;5;1997;"F";415220398
NA;11310515484;41207100;2015.2;18;0;646.8;"JOÃO PESSOA";"PB";1;NA;1996;"M";415220424
NA;6853502400;14123100;2015.2;18;0;623.2;"JOÃO PESSOA";"PB";1;NA;1996;"M";115211424
NA;10490185401;14123100;2015.2;18;0;625.18;"JOÃO PESSOA";"PB";2;NA;1995;"M";115211376
NA;10296465461;14123100;2015.2;11;0;NA;"JOÃO PESSOA";"PB";1;NA;1995;"M";115211654
NA;9524643499;13311110;2015.2;16;0;NA;"JOÃO PESSOA";"PB";1;NA;1997;"F";115231455
NA;3481453493;41207100;2015.2;2;0;NA;"JOÃO PESSOA";"PB";1;NA;1980;"M";415220354
NA;11290717400;13311110;2015.2;16;0;NA;"JOÃO PESSOA";"PB";1;NA;1997;"M";115231463
NA;70094308454;15122100;2015.2;6;0;NA;"JOÃO PESSOA";"PB";1;NA;1995;"M";115211391
NA;10705124436;14123100;2015.2;2;0;NA;"JOÃO PESSOA";"PB";1;NA;1995;"F";115211224
NA;1596712481;13310210;2015.2;18;0;541.36;"ITATUBA";"PB";2;4;1990;"F";115231428
NA;11525299433;41201210;2015.2;18;0;565.68;"ITAPORANGA";"PB";2;NA;1996;"M";415220286
NA;9417477439;51206100;2015.2;18;0;552.22;"ITAPORANGA";"PB";2;4;1993;"F";515220454
NA;10597227470;41201210;2015.2;18;0;563.88;"ITAPORANGA";"PB";2;4;1998;"F";415220230
NA;8037484424;41201210;2015.2;18;0;556.62;"ITAPORANGA";"PB";2;4;1994;"M";415220290
NA;12155025408;51206100;2015.2;18;0;573.78;"ITAPORANGA";"PB";1;NA;1997;"F";515220482
NA;10627877494;15101100;2015.2;18;0;680.66;"ITAPORANGA";"PB";1;NA;1996;"F";115210865
NA;11742092403;41410100;2015.2;18;0;600.64;"ITAPORANGA";"PB";1;NA;1996;"M";415240238
NA;12514630452;91125100;2015.2;18;0;534.44;"ITAPORANGA";"PB";2;4;1997;"M";915210668
NA;10685151476;41201210;2015.2;18;0;538.2;"ITAPORANGA";"PB";2;4;1996;"F";415220420
NA;70239325427;14123100;2015.2;6;0;NA;"ITAPORANGA";"PB";1;NA;1997;"M";115211406
NA;6587469442;12204100;2015.2;18;0;626.38;"ITABAIANA";"PB";2;4;1986;"F";115220112
NA;10913766461;14123100;2015.2;18;0;658.22;"ITABAIANA";"PB";1;NA;1997;"M";115210440
NA;11724918443;13306200;2015.2;18;0;551.64;"ITABAIANA";"PB";1;NA;1995;"M";115231340
NA;9522257435;12208200;2015.2;18;0;607.72;"ITABAIANA";"PB";2;2;1990;"M";115220283
NA;10567823407;13304200;2015.2;18;0;587.28;"ITABAIANA";"PB";1;NA;1997;"F";115230891
NA;10113062478;14123100;2015.2;18;0;645.18;"ITABAIANA";"PB";1;NA;1996;"M";115210853
NA;12145401474;15122100;2015.2;18;0;685.14;"ITABAIANA";"PB";1;NA;1997;"M";115210862
NA;9527089492;13301200;2015.2;18;0;611.28;"ITABAIANA";"PB";1;NA;1995;"F";115230851
NA;4872222458;12208200;2015.2;18;0;572.78;"ITABAIANA";"PB";2;2;1983;"M";115220444
NA;9439020458;12208200;2015.2;18;0;585.64;"ITABAIANA";"PB";2;NA;1990;"M";115220395
NA;10676223494;51203100;2015.2;18;0;542.08;"IMACULADA";"PB";2;4;1997;"F";515220723
NA;11769713441;21204100;2015.2;2;0;NA;"IBIARA";"PB";2;NA;1997;"M";215220123
NA;5027775407;19107110;2015.2;17;0;NA;"GURJÃO";"PB";2;NA;1982;"M";115210019
NA;70124407404;51204100;2015.2;18;0;619.28;"GUARABIRA";"PB";1;NA;1997;"F";515220184
NA;70108254402;14123100;2015.2;18;0;665.92;"GUARABIRA";"PB";1;NA;1997;"F";115210475
NA;9584739433;13310210;2015.2;18;0;556.26;"GUARABIRA";"PB";2;3;1992;"F";115230596
NA;8908883452;51206100;2015.2;18;0;562.24;"GUARABIRA";"PB";2;NA;1990;"F";515220539
NA;1329616448;51203100;2015.2;18;0;600.98;"GUARABIRA";"PB";1;NA;1997;"M";515220434
NA;10934903492;13304200;2015.2;18;0;579.26;"GUARABIRA";"PB";2;2;1996;"M";115230943
NA;36352955827;11104120;2015.2;18;0;615.32;"GUARABIRA";"PB";1;NA;1992;"M";115211149
NA;9709778404;12208200;2015.2;18;0;593.58;"GUARABIRA";"PB";2;2;1991;"M";115220445
NA;8447033465;51204100;2015.2;18;0;568.08;"GUARABIRA";"PB";1;NA;1993;"M";515220582
NA;8857013480;51203100;2015.2;18;0;545.62;"GUARABIRA";"PB";2;4;1998;"F";515220816
NA;70515551465;51206100;2015.2;18;0;545.54;"GUARABIRA";"PB";1;NA;1995;"F";515220818
NA;70181455463;13301100;2015.2;18;0;516.26;"GUARABIRA";"PB";2;NA;1995;"F";115231745
NA;11551124408;51206100;2015.2;18;0;539.38;"GUARABIRA";"PB";1;NA;1995;"F";515220804
NA;11043409416;51206100;2015.2;18;0;538.5;"GUARABIRA";"PB";1;NA;1996;"F";515220770
NA;9038380445;51204100;2015.2;18;0;551.68;"GUARABIRA";"PB";2;NA;1991;"F";515220772
NA;6098656410;19107110;2015.2;17;0;NA;"GUARABIRA";"PB";4;NA;1990;"M";115210016
NA;7363954402;19107110;2015.2;17;0;NA;"GUARABIRA";"PB";2;NA;1988;"M";115210008
NA;4951917440;19107110;2015.2;17;0;NA;"GUARABIRA";"PB";2;NA;1982;"M";115210006
NA;5643079470;19107110;2015.2;17;0;NA;"GUARABIRA";"PB";2;NA;1986;"M";115210005
